uuid,schid,noattrit,aflatoun,hmb,class,std_avg_class_size,region1,region2,region3,urban,gender,female,age,tribe,hhsize,hhearn,hhbankaccounts,repeated_grade,baseline_save,baseline_saveamt,takeupschool,takeup,end_save,end_saveamt,end_saveschl,end_saveschlamt,asset_index,work_index,riskpref_index,timepref_index,treatment,saving_attitude_index,saving_env_index,fin_lit_index,tempt_index,expend_index,academic_index
"13134",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban","Male",0,15,"Gurssi/Frafra",4,1,0,"No","Yes",20,0,0,"No",0,"No",0,-.8156343,-.59294787,-.49239976,-1.2650188,1,.02414541,-1.1130031,-.59238486,-.65038592,.21265324,-.83446664
"13135",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban","Male",0,19,"Fanti",2,1,1,"Yes","Yes",30,0,0,"No",0,"No",0,1.239901,-.59294787,-.49239976,-1.2650188,1,1.736741,.43509411,.40027708,-.40548831,-.07097597,.00651563
"13136",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban","Male",0,17,"Fanti",8,5,0,"No","No",0,0,0,"Yes",75,"No",0,-.0379336,-.59294787,2.0297176,.79005322,1,.02414541,-.22238849,-1.492668,2.1312778,-.28369788,.42700678
"13137",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban",0,1,15,"Other",4,1,0,"No","Yes",15,0,0,"Yes",10,"No",0,.7072282,-.59294787,2.0297176,.79005322,1,.02414541,-.66769581,1.24196,-.65038592,-.4163402,.8474979
"13138",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban","Male",0,16,"Fanti",3,2,1,"No","No",0,0,0,"No",0,"No",0,-1.230597,1.8372391,2.0297176,.79005322,1,.02414541,-.01021321,1.1640973,-.08107959,.19430868,-1.1668313
"13139",131,1,0,1,"JHS2",-.1845619,1,0,0,"Urban",0,1,13,"Ewe",9,2,1,"No","Yes",25,0,0,"No",0,"No",0,-.071368,-.59294787,-.49239976,.79005322,1,.02414541,.43509411,.07477016,-.65038592,-.37630041,.00651563
"13140",131,1,0,1,"JHS3",-.1845619,1,0,0,"Urban","Male",0,16,"Fanti",6,1,0,"No","Yes",3,0,0,"Yes",6,"No",0,-1.774928,1.2567854,-.49239976,.79005322,1,.70918367,-.22238849,1.2380217,.97453071,-.32373767,.42700678
"1321",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,13,"Other",3,2,0,"Yes","No",0,0,0,"No",0,"No",0,-1.507353,-.59294787,-.49239976,.79005322,1,-.60688013,.22291883,-.22619358,-.6014064,-.26951643,-.01252952
"1322",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,,,9,2,0,"Yes","Yes",4,0,0,"Yes",10,"No",0,-.1661715,1.3616713,-.49239976,.79005322,1,1.736741,-1.1130031,-.71105298,-.16059071,-.46555227,.3416668
"1323",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,12,"Asante",6,2,1,"Yes","Yes",13,0,0,"Yes",5,"Yes",5,-.5492538,-.59294787,2.0297176,-1.2650188,1,.02414541,-.45552053,.03523407,-.65038592,-.21279057,-.7209223
"1324",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,13,"Other",6,2,0,"Yes","Yes",5,0,0,"Yes",5,"No",0,-3.263633,-.59294787,-.49239976,-1.2650188,1,-.60688013,-.22238849,-1.8503497,-.65038592,-.2745256,.3416668
"1325",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,14,"Other",2,1,0,"Yes","No",0,0,0,"No",0,"No",0,-2.669209,-.59294787,-.49239976,-1.2650188,1,-1.2379057,-2.6150827,-.09955567,-.65038592,-.21279057,-1.5627044
"1326",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,13,"Other",5,1,1,"Yes","Yes",10,0,0,"Yes",40,"No",0,-.8165299,-.59294787,-.49239976,-1.2650188,1,1.1057155,-.01021321,-.04020539,-.65038592,-.06311029,-.3667259
"1327",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,10,"Fanti",6,2,0,"Yes","No",0,0,0,"No",0,"No",0,-1.229701,-.59294787,-.49239976,.79005322,1,.02414541,-.22238849,.99635474,-.6014064,-.35460518,-.05699272
"1328",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,12,"Fanti",4,2,1,"No","Yes",6,0,0,"Yes",1.1,"Yes",1.1,-.8165299,-.59294787,-.49239976,.79005322,1,.02414541,-.01021321,.45895393,-.50344735,-.63823439,-2.6697566
"1329",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,12,"Other",5,1,0,"Yes","No",0,0,0,"Yes",1,"Yes",1,-3.53091,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-.22238849,-.82027261,-.65038592,-.52728729,.69586314
"13210",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,15,"Other",6,2,0,"Yes","Yes",50,0,0,"Yes",20,"No",0,-1.099846,2.318599,-.49239976,-1.2650188,1,.02414541,-.22238849,-.57427763,-.65038592,-.64740666,.69586314
"13211",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,13,"Fanti",6,4,0,"No","Yes",12,0,0,"Yes",10,"No",0,-.0678459,-.59294787,-.49239976,-1.2650188,1,.02414541,-.22238849,-3.2298851,-.45446783,-.35460518,.69586314
"13212",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,12,"Fanti",6,2,0,"Yes","No",0,0,0,"Yes",10,"No",0,-.8165299,-.59294787,-.49239976,.79005322,1,1.1057155,-.22238849,.17077169,-.55242687,-.35460518,1.4042558
"13213",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,10,"Other",6,1,0,"Yes","No",0,0,0,"Yes",4,"Yes",4,,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-1.1130031,-1.0331575,-.40548831,-.19444602,-.3667259
"13214",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,16,"Ewe",8,2,1,"Yes","Yes",10,0,0,"Yes",80,"No",0,-1.029766,1.6583145,-.49239976,.79005322,1,-.90652548,.43509411,.57858627,-.40548831,-.59484392,-.76538538
"13215",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,11,"Fanti",5,2,1,"Yes","Yes",24,0,0,"Yes",2.5,"No",0,-1.774928,.65866935,-.49239976,.79005322,1,1.736741,.88040142,.45873195,-.40548831,-.21279057,.69586314
"13216",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,11,"Fanti",3,1,1,"Yes","Yes",25,0,0,"No",0,"No",0,.0133317,1.5723623,-.49239976,-1.2650188,1,1.3942219,.43509411,.76971703,-.16059071,-.51476434,1.0500595
"13217",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,12,"Other",4,2,0,"Yes","Yes",.6,0,0,"Yes",1,"No",0,-.5492538,1.3160579,2.0297176,-1.2650188,1,-.60688013,.22291883,-.83822879,-.40548831,-.23682271,.3416668
"13218",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,13,"Other",6,1,0,"Yes","No",0,0,0,"No",0,"No",0,-.5184458,-.59294787,-.49239976,-1.2650188,1,1.5997333,-1.1130031,.52201208,-.45446783,-.5684914,-.80984858
"13219",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,13,"Other",5,2,0,"Yes","No",0,0,0,"Yes",10,"No",0,-.5492538,-.59294787,-.49239976,.79005322,1,.02414541,-1.1130031,.46168026,-.6014064,-.63823439,-.01252952
"13220",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,18,"Other",5,1,0,"Yes","Yes",2,0,0,"No",0,"No",0,.791928,2.0337537,2.0297176,-1.2650188,1,.76319639,-1.1130031,-2.0623126,-.65038592,.63809705,1.0500595
"13221",132,1,0,1,"P5",-1.914541,1,0,0,0,"Male",0,12,"Other",8,2,0,"Yes","Yes",15,0,0,"Yes",20,"No",0,-.8165299,1.9653913,-.49239976,-1.2650188,1,1.736741,-.66769581,1.1887388,-.55242687,-.35460518,-.01252952
"13222",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,13,"Other",6,2,0,"Yes","No",0,0,0,"Yes",0,"No",0,.0133317,-.59294787,-.49239976,.79005322,1,.47468995,-.66769581,.27878945,-.55242687,-.44385704,.69586314
"13223",132,1,0,1,"P5",-1.914541,1,0,0,0,0,1,12,"Fanti",3,2,0,"Yes","No",0,0,0,"Yes",9,"No",0,-3.147094,-.59294787,-.49239976,-1.2650188,1,-.60688013,-1.1130031,-1.3554236,-.65038592,-.52728729,.3416668
"13224",132,1,0,1,"P6",-1.914541,1,0,0,0,"Male",0,12,"Other",7,1,0,"No","No",0,0,0,"Yes",20,"No",0,-1.42528,-.59294787,-.49239976,.79005322,1,1.736741,-1.1130031,1.0038483,-.16059071,-.60736687,1.0500595
"13225",132,1,0,1,"P6",-1.914541,1,0,0,0,"Male",0,12,"Fanti",6,2,0,"Yes","No",0,0,0,"Yes",1,"Yes",1,-.8165299,-.59294787,-.49239976,-1.2650188,1,.02414541,-.66769581,1.1077255,-.40548831,-.35460518,.3416668
"13226",132,1,0,1,"P6",-1.914541,1,0,0,0,"Male",0,13,"Fanti",5,2,0,"Yes","No",0,0,0,"Yes",.8,"Yes",.8,-3.540689,1.1802158,-.49239976,-1.2650188,1,-.60688013,-.22238849,-.27606357,-.65038592,.5088054,1.0500595
"13227",132,1,0,1,"P6",-1.914541,1,0,0,0,0,1,13,"Other",3,2,1,"No","Yes",7,0,0,"Yes",18,"No",0,-1.029766,1.8806663,-.49239976,.79005322,1,.02414541,.43509411,.40179441,.08430689,-.35460518,-.41118906
"13228",132,1,0,1,"P6",-1.914541,1,0,0,0,0,1,16,"Other",5,2,0,"Yes","Yes",20,0,0,"Yes",32,"No",0,-1.507353,1.5980072,-.49239976,-1.2650188,1,-.60688013,-.22238849,.41112365,-.65038592,.07753999,.3416668
"13229",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,11,"Ewe",9,2,1,"No","No",0,0,0,"Yes",4,"Yes",1.5,.0133317,-.59294787,2.0297176,.79005322,1,.47468995,.63036327,-5.6697779,-.6014064,-.63823439,.3416668
"13230",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,12,"Other",9,2,0,"Yes","No",0,0,0,"Yes",5,"No",0,-.8478131,-.59294787,-.49239976,-1.2650188,1,.13217085,-1.1130031,.95634307,-.16059071,-.42551248,-1.5182412
"13231",132,0,0,1,"P4",-1.914541,1,0,0,0,"Male",0,11,"Other",4,2,0,"Yes","No",0,0,0,,,,,-2.465751,-.59294787,-.49239976,.79005322,1,.02414541,-1.724468,.50419626,-.40548831,-.49641978,1.0500595
"13232",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,10,"Fanti",7,2,0,"Yes","No",0,0,0,"No",0,"No",0,-.8809488,-.59294787,2.0297176,.79005322,1,-.49885469,-.66769581,-2.9267573,-.65038592,-.49641978,.3416668
"13233",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,11,"Fanti",5,2,0,"Yes","Yes",10,0,0,"Yes",20,"No",0,-.071368,-.59294787,-.49239976,-1.2650188,1,.02414541,-.66769581,-.43441199,-.35650878,-.50876679,1.7584522
"13234",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,11,"Fanti",6,2,0,"Yes","No",0,0,0,"Yes",10,"No",0,-1.507652,1.0687709,-.49239976,.79005322,1,.02414541,.22291883,.45243067,-.40548831,-.35460518,-.76538538
"13235",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,10,"Other",4,2,0,"No","Yes",3,0,0,"Yes",6.5,"No",0,-1.711109,1.0956274,2.0297176,-1.2650188,1,-1.2379057,-.66769581,-2.7539107,-.55242687,.09588454,-.05699272
"13236",132,1,0,1,"P4",-1.914541,1,0,0,0,0,1,11,"Fanti",5,1,0,"Yes","No",0,0,0,"Yes",4,"No",0,-1.507353,-.59294787,-.49239976,-1.2650188,1,.02414541,-1.724468,-.01349138,-.65038592,,.3416668
"13237",132,1,0,1,"P4",-1.914541,1,0,0,0,0,1,10,"Fanti",3,2,0,"Yes","No",0,0,0,"No",0,"No",0,-1.773734,-.59294787,-.49239976,.79005322,1,1.736741,.66822615,-.33677665,-.50344735,-.35460518,-.3667259
"13238",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,10,"Fanti",6,2,0,"No","No",0,0,0,"No",0,"No",0,-1.029467,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-.22238849,-2.6408728,-.65038592,-.5981946,-1.1195818
"13239",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,10,"Ewe",9,2,0,"No","Yes",1.3,0,0,"Yes",2.8,"Yes",.9,.0133317,1.017036,-.49239976,-1.2650188,1,-.60688013,-.22238849,.38977618,-.40548831,-.52728729,-.01252952
"13240",132,1,0,1,"P4",-1.914541,1,0,0,0,"Male",0,12,"Fanti",6,2,0,"No","No",0,0,0,"Yes",18,"No",0,-.9447677,-.59294787,2.0297176,.79005322,1,-.60688013,-.22238849,.40524742,-.45446783,-.35460518,.69586314
"1331",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,12,"Fanti",7,1,0,"Yes","Yes",.7,0,0,"Yes",15,"No",0,2.018498,-.59294787,-.49239976,-1.2650188,1,-1.1838929,.22291883,.39941178,.13615056,.54496666,.3416668
"1332",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,12,"Other",8,2,0,"No","Yes",.4,0,0,"Yes",1,"No",0,.791928,3.3210338,-.49239976,-1.2650188,1,-1.1838929,-.22238849,-.33801262,1.3809963,1.949886,-.7209223
"1333",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Fanti",6,2,2,"Yes","No",0,0,0,"No",0,"No",0,1.059204,1.9338464,-.49239976,-1.2650188,1,-.49885469,1.537884,.26410461,.46055929,1.912669,1.0500595
"1334",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,12,"Other",2,1,1,"Yes","Yes",2,0,0,"Yes",20,"No",0,1.311887,-.59294787,-.49239976,-1.2650188,1,.02414541,1.3257087,.30157262,1.3784506,2.6584311,1.4042558
"1335",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Fanti",4,1,1,"No","No",0,0,0,"Yes",.6,"No",0,.9726254,-.59294787,-.49239976,-1.2650188,1,.70918367,.43509411,-.47236553,1.5069412,1.2720323,-.01252952
"1336",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Fanti",5,2,0,"No","No",0,0,0,"No",0,"No",0,1.324147,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-.83385339,.39912681,2.2352786,2.5116747,-.3667259
"1337",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,10,"Ewe",5,2,1,"No","No",0,0,0,"Yes",1,"No",0,1.4214,1.9338464,-.49239976,-1.2650188,1,.02414541,1.3257087,.375497,1.2658622,.92119844,.69586314
"1338",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,12,"Builsa",5,2,2,"Yes","No",0,0,0,"Yes",10,"No",0,-.3386441,1.4813112,-.49239976,.79005322,1,.02414541,1.9831913,-.28769607,1.5810513,.77303434,.69586314
"1339",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,13,"Fanti",7,1,1,"No","No",0,0,0,"Yes",38,"No",0,-.2713031,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-.1763708,.35873214,.59445978,3.5017377,.3416668
"13310",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,12,"Fanti",5,2,2,"No","No",0,0,0,"Yes",9,"No",0,1.313076,-.59294787,-.49239976,-1.2650188,1,-.60688013,1.0925767,.2296362,1.6233482,5.4859104,.69586314
"13311",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,11,"Fanti",6,2,2,"No","Yes",3,0,0,"Yes",10,"No",0,1.610264,-.59294787,-.49239976,.79005322,1,-1.8689312,1.537884,-.33459635,3.0373989,2.8252916,.3416668
"13312",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Other",5,1,1,"No","No",0,0,0,"Yes",9,"No",0,.8557468,-.59294787,-.49239976,.79005322,1,-1.2379057,.88040142,-.30720791,-.15184394,10.124177,.69586314
"13313",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,14,"Fanti",8,2,0,"No","No",0,0,0,"No",0,"No",0,.9726254,-.59294787,-.49239976,-1.2650188,1,1.736741,-1.2791607,-.34879389,-.40548831,2.0544836,-1.1195818
"13314",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Fanti",6,2,0,"No","Yes",2.5,0,0,"No",0,"No",0,.5667253,-.59294787,-.49239976,.79005322,1,.02414541,.66822615,.27693116,.30901097,1.0931767,1.0500595
"13315",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Asante",4,2,2,"No","Yes",3,0,0,"No",0,"No",0,1.624857,-.59294787,-.49239976,.79005322,1,.76319639,1.0925767,-.54824823,.13487772,3.8783213,1.4042558
"13316",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,11,"Fanti",8,2,1,"No","Yes",2,0,0,"Yes",3,"No",0,.8471564,-.59294787,-.49239976,.79005322,1,-.55286741,.88040142,.86941147,2.1926545,3.2741978,.3416668
"13317",133,1,0,1,"P5",.1391768,1,0,0,"Urban","Male",0,10,"Fanti",6,2,1,"No","No",0,0,0,"Yes",5,"No",0,2.102743,-.59294787,-.49239976,.79005322,1,.2151658,.88040142,.21977164,1.0027727,3.3421063,1.4042558
"13318",133,1,0,1,"P5",.1391768,1,0,0,"Urban",,,10,"Kwahu",6,2,2,"No","Yes",7.5,0,0,"Yes",12,"No",0,1.610264,-.59294787,-.49239976,.79005322,1,.24941768,1.9831913,.36267045,1.1076311,1.1245721,1.7584522
"13319",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,12,"Other",9,1,1,"No","No",0,0,0,"Yes",3,"No",0,1.044611,-.59294787,-.49239976,.79005322,1,-1.8689312,.43509411,.73438927,.97914049,3.2373328,1.0500595
"13320",133,1,0,1,"P5",.1391768,1,0,0,"Urban",0,1,10,"Gurssi/Frafra",4,1,0,"Yes","No",0,0,0,"Yes",8,"No",0,-.3386441,-.59294787,-.49239976,.79005322,1,-1.8689312,.66822615,.26016631,.717545,1.8763318,.3416668
"13321",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,13,"Fanti",8,2,1,"No","Yes",7,0,0,"Yes",5,"No",0,.4912175,-.59294787,-.49239976,.79005322,1,.02414541,.43509411,1.0576549,1.0586516,4.7038111,-.41397549
"13322",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,14,"Fanti",10,2,2,"Yes","No",0,0,0,"No",0,"No",0,1.357581,-.59294787,-.49239976,-1.2650188,1,-1.8689312,1.537884,.44053313,.67778944,4.1182081,.00651563
"13323",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,14,"Fanti",4,2,2,"No","Yes",4,0,0,"Yes",4.5,"No",0,1.269814,-.59294787,-.49239976,-1.2650188,1,.02414541,1.9831913,.19513018,-.35905448,1.4699363,.00651563
"13324",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,11,"Asante",6,2,1,"No","Yes",5,0,0,"Yes",3,"Yes",3,.9726254,-.59294787,-.49239976,-1.2650188,1,.76319639,1.3257087,.30944923,.06872313,1.4447145,.8474979
"13325",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,13,"Ewe",6,1,1,"Yes","No",0,0,0,"Yes",3,"No",0,.791928,-.59294787,-.49239976,.79005322,1,-1.8689312,-1.5122928,.3176108,-.48881797,1.7343412,1.267989
"13326",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,13,"Asante",6,2,2,"No","No",0,0,0,"No",0,"No",0,.0163992,.88767226,-.49239976,.79005322,1,.02414541,1.537884,.24606905,1.5538567,2.5166165,1.267989
"13327",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,12,"Asante",6,1,1,"No","Yes",45,0,0,"Yes",20,"No",0,2.018498,-.59294787,-.49239976,.79005322,1,-.264361,.43509411,.40407676,.16795501,1.0561357,.00651563
"13328",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,12,"Ewe",3,1,0,"No","Yes",9,0,0,"Yes",2,"No",0,2.018498,-.59294787,-.49239976,-1.2650188,1,.07815813,.22291883,.14584727,1.2989394,2.1954185,.00651563
"13329",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,15,"Fanti",6,2,0,"No","Yes",2,0,0,"No",0,"No",0,1.239901,1.809516,-.49239976,-1.2650188,1,-.60688013,-1.1130031,.28480777,1.6936398,3.9589287,.8474979
"13330",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,11,"Asante",4,2,0,"No","Yes",1,0,0,"Yes",6.6,"Yes",5,2.584151,-.59294787,-.49239976,.79005322,1,.70918367,-.83385339,-.32176979,1.9541211,3.3054172,.42700678
"13331",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,14,"Fanti",9,2,2,"Yes","Yes",2,0,0,"Yes",6.5,"No",0,1.805555,-.59294787,-.49239976,.79005322,1,-1.2379057,1.537884,.80437535,1.8623632,3.2249858,.00651563
"13332",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,14,"Fanti",5,2,2,"No","No",0,0,0,"No",0,"No",0,.4100399,1.9338464,-.49239976,-1.2650188,1,-.60688013,1.0925767,.3833736,2.1557675,2.9737404,.8474979
"13333",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,16,"Fanti",4,1,1,"Yes","Yes",15,0,0,"Yes",80,"No",0,.7584935,-.59294787,-.49239976,-1.2650188,1,-1.8689312,-.01021321,.68904465,7.2664276,8.7995129,.42700678
"13334",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,13,"Asante",6,2,1,"No","No",0,0,0,"No",0,"No",0,.4100399,2.2344916,-.49239976,-1.2650188,1,-.60688013,-1.5122928,.25228971,.57983041,3.2927183,.42700678
"13335",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,13,"Fanti",4,1,0,"No","Yes",1,0,0,"No",0,"No",0,1.239901,-.59294787,-.49239976,-1.2650188,1,-1.2379057,-.66769581,.17048873,-.4411113,3.2803713,.00651563
"13336",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,13,"Dagati",6,1,0,"No","No",0,0,0,"Yes",8,"Yes",8,-.071368,-.59294787,-.49239976,-1.2650188,1,.02414541,-.66769581,.22370995,-.50344735,1.6232182,.8474979
"13337",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,12,"Fanti",3,1,1,"No","Yes",5,0,0,"Yes",10,"Yes",10,1.069879,-.59294787,-.49239976,.79005322,1,.59193678,.88040142,-.20589509,.45467668,26.238869,.42700678
"13338",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",0,1,13,"Fanti",8,2,2,"No","No",0,0,0,"Yes",.3,"Yes",3.05,2.584151,-.59294787,-.49239976,-1.2650188,1,-.60688013,1.9831913,.12120581,.3458673,4.919004,.00651563
"13339",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban","Male",0,14,"Fanti",6,2,1,"Yes","Yes",10,0,0,"No",0,"No",0,2.584151,-.59294787,-.49239976,-1.2650188,1,-1.8689312,1.3257087,.33409069,.21566169,5.1227295,-.41397549
"13340",133,1,0,1,"JHS1",.1391768,1,0,0,"Urban",,,14,"Fanti",6,1,0,"No","Yes",10,0,0,"No",0,"No",0,-.8156343,-.59294787,-.49239976,-1.2650188,1,-.60688013,.22291883,.66935315,.96625673,5.4181779,.8474979
"1341",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,12,"Fanti",6,4,0,"Yes","Yes",2,1,0,"Yes",15,"No",0,.791928,2.5245534,2.0297176,-1.2650188,1,1.736741,.22291883,-.77190223,-.50344735,.00328201,-.3667259
"1342",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,10,"Fanti",4,1,0,"No","No",0,1,0,"Yes",10,"No",0,-1.029467,-.59294787,-.49239976,.79005322,1,1.736741,.22291883,-.07598358,-.55242687,-.35460518,-.41118906
"1343",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,10,"Fanti",2,1,0,"No","No",0,1,0,"Yes",21,"Yes",8.5,-.8777254,-.59294787,-.49239976,.79005322,1,1.3942219,-.66769581,.10866422,-.65038592,-.21279057,.3416668
"1344",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,11,"Fanti",7,1,0,"Yes","Yes",6,1,0,"No",0,"No",0,.8462608,-.59294787,2.0297176,-1.2650188,1,1.736741,.22291883,-.80212521,.32920449,-.28369788,-.05699272
"1345",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,11,"Hausa",13,2,1,"No","No",0,1,0,"No",0,"No",0,1.357581,-.59294787,-.49239976,.79005322,1,.02414541,1.3257087,.95121245,1.1214693,.2128292,1.4042558
"1346",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,11,"Fanti",3,1,1,"Yes","No",0,1,0,"No",0,"No",0,1.239901,-.59294787,2.0297176,.79005322,1,1.0517027,-.01021321,.37486015,.49974467,-.21279057,.29720368
"1347",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,9,"Fanti",7,2,0,"No","No",0,1,0,"Yes",3,"Yes",3,1.239901,-.59294787,2.0297176,-1.2650188,1,-1.2379057,.66822615,1.1483441,1.1042942,-.34225817,.69586314
"1348",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,14,"Fanti",7,2,2,"No","Yes",1,1,0,"Yes",10,"No",0,1.269814,1.6839594,-.49239976,.79005322,1,.02414541,.64726938,-1.4414346,-.65038592,-.20044358,-.01252952
"1349",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,12,"Fanti",8,2,1,"No","Yes",6,1,0,"Yes",15,"No",0,.0258853,-.59294787,-.49239976,.79005322,1,-.60688013,.43509411,-.26490344,-.55242687,-.0926712,-.05699272
"13410",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,12,"Gurssi/Frafra",4,2,2,"No","No",0,1,0,"Yes",3,"No",0,1.059204,2.4267827,-.49239976,-1.2650188,1,-.60688013,.20196206,.41982997,-.55242687,.32942194,-.05699272
"13411",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,13,"Fanti",6,1,0,"No","Yes",5,1,0,"No",0,"No",0,-1.773734,-.59294787,-.49239976,-1.2650188,1,.02414541,-.66769581,-1.0800493,-.6014064,.02744817,-.41118906
"13412",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,10,"Gurssi/Frafra",3,1,1,"No","Yes",4,1,0,"No",0,"No",0,1.53709,1.4236957,-.49239976,-1.2650188,1,1.736741,.43509411,-2.4892709,-.6014064,.23565511,-.76538538
"13413",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,15,"Fanti",6,2,0,"Yes","No",0,1,0,"Yes",5,"No",0,-.2713031,2.3475158,-.49239976,-1.2650188,1,-1.2379057,-.66769581,-1.4559067,-.13673737,.07083864,1.0500595
"13414",134,1,0,1,"P5",-.2722411,1,0,0,"Urban",0,1,10,"Fanti",4,2,1,"No","No",0,1,0,"Yes",6,"No",0,2.018498,-.59294787,-.49239976,-1.2650188,1,-1.2379057,1.3257087,-1.2651176,-.55242687,-.46805685,.69586314
"13415",134,1,0,1,"P5",-.2722411,1,0,0,"Urban","Male",0,11,"Fanti",5,1,1,"Yes","No",0,1,0,"No",0,"No",0,-.6774917,-.59294787,-.49239976,.79005322,1,-1.2379057,.43509411,-1.4807713,-.44842599,-.18442768,-2.6252935
